Year,Zip,AgeGroup,Total
2015,93268,55-64,20
2015,93268,65-74,25
2015,93268,75-84,28
2015,93268,85+,30
2015,93274,15-24,11
2015,93274,25-34,11
2015,93274,35-44,18
2015,93274,45-54,47
2015,93274,55-64,75
2015,93274,65-74,92
2015,93274,75-84,101
2015,93274,85+,144
2015,93277,35-44,15
2015,93277,45-54,25
2015,93277,55-64,51
2015,93277,65-74,80
2015,93277,75-84,134
2015,93277,85+,178
2015,93280,45-54,15
2015,93280,55-64,28
2015,93280,65-74,23
2015,93280,75-84,15
2015,93280,85+,22
2015,93283,75-84,14
2015,93285,55-64,11
2015,93285,85+,14
2015,93286,65-74,15
2015,93286,75-84,12
2015,93291,45-54,30
2015,93291,55-64,46
2015,93291,65-74,51
2015,93291,75-84,60
2015,93291,85+,63
2015,93292,45-54,21
2015,93292,55-64,44
2015,93292,65-74,42
2015,93292,75-84,91
2015,93292,85+,72
2015,93301,55-64,42
2015,93301,65-74,30
2015,93301,75-84,27
2015,93301,85+,31
2015,93304,25-34,15
2015,93304,35-44,12
2015,93304,45-54,29
2015,93304,55-64,63
2015,93304,65-74,84
2015,93304,75-84,72
2015,93304,85+,96
2015,93305,25-34,11
2015,93305,35-44,13
2015,93305,45-54,32
2015,93305,55-64,46
2015,93305,65-74,43
2015,93305,75-84,47
2015,93305,85+,43
2015,93306,25-34,19
2015,93306,35-44,16
2015,93306,45-54,43
2015,93306,55-64,62
2015,93306,65-74,84
2015,93306,75-84,113
2015,93306,85+,139
2015,93307,Under 1,11
2015,93307,15-24,13
2015,93307,25-34,21
2015,93307,35-44,21
2015,93307,45-54,51
2015,93307,55-64,84
2015,93307,65-74,88
2015,93307,75-84,80
2015,93307,85+,76
2015,93308,25-34,13
2015,93308,35-44,22
2015,93308,45-54,43
2015,93308,55-64,97
2015,93308,65-74,121
2015,93308,75-84,96
2015,93308,85+,94
2015,93309,25-34,12
2015,93309,35-44,13
2015,93309,45-54,31
2015,93309,55-64,62
2015,93309,65-74,82
2015,93309,75-84,112
2015,93309,85+,159
2015,93311,45-54,14
2015,93311,55-64,24
2015,93311,65-74,43
2015,93311,75-84,57
2015,93311,85+,95
2015,93312,35-44,14
2015,93312,45-54,30
2015,93312,55-64,43
2015,93312,65-74,68
2015,93312,75-84,77
2015,93312,85+,104
2015,93313,45-54,17
2015,93313,55-64,35
2015,93313,65-74,45
2015,93313,75-84,46
2015,93313,85+,39
2015,93314,45-54,14
2015,93314,55-64,21
2015,93314,65-74,37
2015,93314,75-84,19
2015,93314,85+,35
2015,93401,45-54,15
2015,93401,55-64,28
2015,93401,65-74,38
2015,93401,75-84,54
2015,93401,85+,131
2015,93402,55-64,14
2015,93402,65-74,25
2015,93402,75-84,26
2015,93402,85+,64
2015,93405,55-64,12
2015,93405,75-84,18
2015,93405,85+,65
2015,93420,45-54,15
2015,93420,55-64,39
2015,93420,65-74,45
2015,93420,75-84,74
2015,93420,85+,138
2015,93422,45-54,13
2015,93422,55-64,44
2015,93422,65-74,43
2015,93422,75-84,61
2015,93422,85+,120
2015,93427,85+,16
2015,93428,65-74,21
2015,93428,75-84,20
2015,93428,85+,43
2015,93430,85+,11
2015,93433,55-64,13
2015,93433,65-74,18
2015,93433,75-84,23
2015,93433,85+,29
2015,93434,85+,16
2015,93436,45-54,28
2015,93436,55-64,52
2015,93436,65-74,65
2015,93436,75-84,108
2015,93436,85+,128
2015,93442,55-64,14
2015,93442,65-74,25
2015,93442,75-84,28
2015,93442,85+,89
2015,93444,45-54,11
2015,93444,55-64,19
2015,93444,65-74,17
2015,93444,75-84,28
2015,93444,85+,59
2015,93445,65-74,14
2015,93445,75-84,13
2015,93445,85+,15
2015,93446,45-54,24
2015,93446,55-64,41
2015,93446,65-74,63
2015,93446,75-84,77
2015,93446,85+,124
2015,93449,65-74,16
2015,93449,75-84,24
2015,93449,85+,43
2015,93454,35-44,18
2015,93454,45-54,17
2015,93454,55-64,41
2015,93454,65-74,44
2015,93454,75-84,57
2015,93454,85+,135
2015,93455,45-54,15
2015,93455,55-64,39
2015,93455,65-74,45
2015,93455,75-84,110
2015,93455,85+,167
2015,93458,Under 1,11
2015,93458,35-44,13
2015,93458,45-54,16
2015,93458,55-64,27
2015,93458,65-74,36
2015,93458,75-84,61
2015,93458,85+,70
2015,93460,75-84,16
2015,93460,85+,17
2015,93463,75-84,21
2015,93463,85+,50
2015,93465,75-84,18
2015,93465,85+,35
2015,93501,55-64,15
2015,93501,85+,12
2015,93505,45-54,17
2015,93505,55-64,19
2015,93505,65-74,22
2015,93505,75-84,25
2015,93505,85+,11
2015,93510,65-74,16
2015,93510,75-84,11
2015,93514,55-64,15
2015,93514,65-74,24
2015,93514,75-84,34
2015,93514,85+,51
2015,93534,35-44,19
2015,93534,45-54,34
2015,93534,55-64,67
2015,93534,65-74,92
2015,93534,75-84,86
2015,93534,85+,90
2015,93535,15-24,15
2015,93535,25-34,17
2015,93535,35-44,19
2015,93535,45-54,60
2015,93535,55-64,101
2015,93535,65-74,114
2015,93535,75-84,112
2015,93535,85+,84
2015,93536,25-34,12
2015,93536,35-44,20
2015,93536,45-54,32
2015,93536,55-64,69
2015,93536,65-74,90
2015,93536,75-84,118
2015,93536,85+,137
2015,93543,55-64,16
2015,93543,65-74,25
2015,93543,75-84,22
2015,93543,85+,16
2015,93550,25-34,11
2015,93550,35-44,14
2015,93550,45-54,44
2015,93550,55-64,57
2015,93550,65-74,81
2015,93550,75-84,75
2015,93550,85+,81
2015,93551,45-54,20
2015,93551,55-64,33
2015,93551,65-74,43
2015,93551,75-84,89
2015,93551,85+,101
2015,93552,45-54,15
2015,93552,55-64,37
2015,93552,65-74,46
2015,93552,75-84,49
2015,93552,85+,36
2015,93555,25-34,11
2015,93555,45-54,21
2015,93555,55-64,39
2015,93555,65-74,61
2015,93555,75-84,78
2015,93555,85+,68
2015,93560,55-64,27
2015,93560,65-74,23
2015,93560,75-84,33
2015,93560,85+,17
2015,93561,45-54,15
2015,93561,55-64,33
2015,93561,65-74,63
2015,93561,75-84,66
2015,93561,85+,76
2015,93591,55-64,13
2015,93591,65-74,19
2015,93602,85+,13
2015,93610,45-54,12
2015,93610,55-64,17
2015,93610,65-74,18
2015,93610,75-84,37
2015,93610,85+,38
2015,93611,45-54,24
2015,93611,55-64,39
2015,93611,65-74,57
2015,93611,75-84,70
2015,93611,85+,123
2015,93612,45-54,15
2015,93612,55-64,42
2015,93612,65-74,51
2015,93612,75-84,66
2015,93612,85+,95
2015,93614,65-74,23
2015,93614,75-84,35
2015,93614,85+,31
2015,93615,85+,12
2015,93618,55-64,25
2015,93618,65-74,26
2015,93618,75-84,36
2015,93618,85+,36
2015,93619,55-64,23
2015,93619,65-74,33
2015,93619,75-84,35
2015,93619,85+,61
2015,93620,65-74,19
2015,93620,75-84,19
2015,93620,85+,11
2015,93622,65-74,11
2015,93622,75-84,12
2015,93625,75-84,16
2015,93625,85+,11
2015,93630,55-64,15
2015,93630,65-74,18
2015,93630,75-84,34
2015,93630,85+,18
2015,93631,65-74,20
2015,93631,75-84,20
2015,93631,85+,33
2015,93635,45-54,24
2015,93635,55-64,35
2015,93635,65-74,47
2015,93635,75-84,54
2015,93635,85+,62
2015,93636,55-64,12
2015,93636,65-74,23
2015,93636,75-84,12
2015,93636,85+,22
2015,93637,45-54,17
2015,93637,55-64,37
2015,93637,65-74,46
2015,93637,75-84,71
2015,93637,85+,94
2015,93638,45-54,21
2015,93638,55-64,35
2015,93638,65-74,50
2015,93638,75-84,70
2015,93638,85+,55
2015,93640,85+,11
2015,93643,75-84,16
2015,93644,55-64,16
2015,93644,65-74,26
2015,93644,75-84,31
2015,93644,85+,50
2015,93647,85+,16
2015,93648,65-74,20
2015,93648,85+,18
2015,93650,65-74,11
2015,93650,75-84,11
2015,93654,45-54,14
2015,93654,55-64,17
2015,93654,65-74,35
2015,93654,75-84,47
2015,93654,85+,98
2015,93657,35-44,12
2015,93657,45-54,15
2015,93657,55-64,27
2015,93657,65-74,43
2015,93657,75-84,76
2015,93657,85+,93
2015,93662,45-54,19
2015,93662,55-64,30
2015,93662,65-74,34
2015,93662,75-84,48
2015,93662,85+,55
2015,93701,55-64,18
2015,93701,65-74,12
2015,93701,75-84,12
2015,93702,Under 1,11
2015,93702,35-44,18
2015,93702,45-54,31
2015,93702,55-64,46
2015,93702,65-74,59
2015,93702,75-84,52
2015,93702,85+,42
2015,93703,35-44,12
2015,93703,45-54,17
2015,93703,55-64,44
2015,93703,65-74,46
2015,93703,75-84,38
2015,93703,85+,56
2015,93704,45-54,11
2015,93704,55-64,25
2015,93704,65-74,36
2015,93704,75-84,56
2015,93704,85+,74
2015,93705,35-44,12
2015,93705,45-54,34
2015,93705,55-64,41
2015,93705,65-74,40
2015,93705,75-84,43
2015,93705,85+,77
2015,93706,15-24,11
2015,93706,35-44,15
2015,93706,45-54,27
2015,93706,55-64,54
2015,93706,65-74,46
2015,93706,75-84,55
2015,93706,85+,81
2015,93710,45-54,11
2015,93710,55-64,27
2015,93710,65-74,35
2015,93710,75-84,60
2015,93710,85+,95
2015,93711,55-64,44
2015,93711,65-74,56
2015,93711,75-84,75
2015,93711,85+,126
2015,93720,45-54,17
2015,93720,55-64,30
2015,93720,65-74,57
2015,93720,75-84,69
2015,93720,85+,175
2015,93721,55-64,11
2015,93721,65-74,17
2015,93721,75-84,19
2015,93721,85+,18
2015,93722,25-34,16
2015,93722,35-44,12
2015,93722,45-54,46
2015,93722,55-64,81
2015,93722,65-74,86
2015,93722,75-84,86
2015,93722,85+,94
2015,93723,55-64,15
2015,93723,65-74,11
2015,93723,75-84,17
2015,93723,85+,17
2015,93725,45-54,16
2015,93725,55-64,29
2015,93725,65-74,36
2015,93725,75-84,41
2015,93725,85+,34
2015,93726,45-54,33
2015,93726,55-64,45
2015,93726,65-74,60
2015,93726,75-84,91
2015,93726,85+,104
2015,93727,Under 1,13
2015,93727,25-34,13
2015,93727,35-44,14
2015,93727,45-54,38
2015,93727,55-64,70
2015,93727,65-74,83
2015,93727,75-84,111
2015,93727,85+,163
2015,93728,55-64,35
2015,93728,65-74,26
2015,93728,75-84,31
2015,93728,85+,34
2015,93730,65-74,12
2015,93730,75-84,15
2015,93730,85+,41
2015,93901,45-54,15
2015,93901,55-64,41
2015,93901,65-74,36
2015,93901,75-84,45
2015,93901,85+,96
2015,93905,Under 1,11
2015,93905,15-24,18
2015,93905,25-34,22
2015,93905,35-44,11
2015,93905,45-54,21
2015,93905,55-64,28
2015,93905,65-74,36
2015,93905,75-84,38
2015,93905,85+,48
2015,93906,25-34,13
2015,93906,45-54,28
2015,93906,55-64,41
2015,93906,65-74,64
2015,93906,75-84,80
2015,93906,85+,109
2015,93907,55-64,28
2015,93907,65-74,17
2015,93907,75-84,35
2015,93907,85+,45
2015,93908,65-74,17
2015,93908,75-84,15
2015,93908,85+,29
2015,93921,85+,18
2015,93923,65-74,25
2015,93923,75-84,36
2015,93923,85+,124
2015,93924,55-64,12
2015,93924,85+,26
2015,93926,85+,13
2015,93927,55-64,16
2015,93927,85+,17
2015,93930,75-84,14
2015,93930,85+,15
2015,93933,45-54,11
2015,93933,55-64,19
2015,93933,65-74,23
2015,93933,75-84,41
2015,93933,85+,37
2015,93940,45-54,11
2015,93940,55-64,28
2015,93940,65-74,31
2015,93940,75-84,74
2015,93940,85+,157
2015,93950,55-64,12
2015,93950,65-74,19
2015,93950,75-84,34
2015,93950,85+,77
2015,93953,75-84,12
2015,93953,85+,28
2015,93955,45-54,13
2015,93955,55-64,28
2015,93955,65-74,24
2015,93955,75-84,50
2015,93955,85+,53
2015,93960,65-74,11
2015,93960,85+,21
2015,94002,55-64,18
2015,94002,65-74,18
2015,94002,75-84,45
2015,94002,85+,83
2015,94010,45-54,14
2015,94010,55-64,30
2015,94010,65-74,39
2015,94010,75-84,65
2015,94010,85+,149
2015,94014,35-44,13
2015,94014,45-54,12
2015,94014,55-64,37
2015,94014,65-74,58
2015,94014,75-84,71
2015,94014,85+,91
2015,94015,45-54,14
2015,94015,55-64,55
2015,94015,65-74,66
2015,94015,75-84,113
2015,94015,85+,175
2015,94019,65-74,21
2015,94019,75-84,25
2015,94019,85+,27
2015,94022,65-74,12
2015,94022,75-84,33
2015,94022,85+,99
2015,94024,55-64,11
2015,94024,65-74,20
2015,94024,75-84,41
2015,94024,85+,66
2015,94025,45-54,11
2015,94025,55-64,24
2015,94025,65-74,32
2015,94025,75-84,57
2015,94025,85+,116
2015,94027,75-84,13
2015,94027,85+,29
2015,94028,75-84,15
2015,94028,85+,30
2015,94030,55-64,11
2015,94030,65-74,24
2015,94030,75-84,48
2015,94030,85+,101
2015,94037,85+,15
2015,94040,45-54,12
2015,94040,55-64,11
2015,94040,65-74,18
2015,94040,75-84,34
2015,94040,85+,101
2015,94041,85+,27
2015,94043,45-54,12
2015,94043,65-74,17
2015,94043,75-84,36
2015,94043,85+,46
2015,94044,45-54,17
2015,94044,55-64,36
2015,94044,65-74,65
2015,94044,75-84,53
2015,94044,85+,79
2015,94061,55-64,17
2015,94061,65-74,17
2015,94061,75-84,46
2015,94061,85+,149
2015,94062,45-54,12
2015,94062,55-64,16
2015,94062,65-74,19
2015,94062,75-84,42
2015,94062,85+,97
2015,94063,45-54,11
2015,94063,55-64,26
2015,94063,65-74,25
2015,94063,75-84,26
2015,94063,85+,23
2015,94065,85+,18
2015,94066,45-54,21
2015,94066,55-64,31
2015,94066,65-74,49
2015,94066,75-84,69
2015,94066,85+,95
2015,94070,55-64,14
2015,94070,65-74,30
2015,94070,75-84,36
2015,94070,85+,95
2015,94080,45-54,16
2015,94080,55-64,45
2015,94080,65-74,63
2015,94080,75-84,99
2015,94080,85+,187
2015,94085,55-64,11
2015,94085,85+,22
2015,94086,55-64,14
2015,94086,65-74,29
2015,94086,75-84,57
2015,94086,85+,71
2015,94087,45-54,13
2015,94087,55-64,28
2015,94087,65-74,42
2015,94087,75-84,100
2015,94087,85+,171
2015,94089,55-64,15
2015,94089,65-74,29
2015,94089,75-84,34
2015,94089,85+,37
2015,94102,35-44,17
2015,94102,45-54,39
2015,94102,55-64,67
2015,94102,65-74,72
2015,94102,75-84,51
2015,94102,85+,61
2015,94103,35-44,15
2015,94103,45-54,33
2015,94103,55-64,58
2015,94103,65-74,47
2015,94103,75-84,46
2015,94103,85+,41
2015,94107,55-64,11
2015,94107,65-74,24
2015,94107,75-84,29
2015,94107,85+,41
2015,94108,55-64,13
2015,94108,65-74,11
2015,94108,75-84,41
2015,94108,85+,53
2015,94109,35-44,14
2015,94109,45-54,32
2015,94109,55-64,50
2015,94109,65-74,86
2015,94109,75-84,100
2015,94109,85+,212
2015,94110,35-44,20
2015,94110,45-54,31
2015,94110,55-64,62
2015,94110,65-74,54
2015,94110,75-84,62
2015,94110,85+,95
2015,94111,75-84,14
2015,94111,85+,13
2015,94112,25-34,17
2015,94112,35-44,11
2015,94112,45-54,33
2015,94112,55-64,62
2015,94112,65-74,70
2015,94112,75-84,109
2015,94112,85+,244
2015,94114,45-54,16
2015,94114,55-64,20
2015,94114,65-74,31
2015,94114,75-84,38
2015,94114,85+,51
2015,94115,55-64,30
2015,94115,65-74,33
2015,94115,75-84,72
2015,94115,85+,133
2015,94116,45-54,22
2015,94116,55-64,41
2015,94116,65-74,70
2015,94116,75-84,108
2015,94116,85+,173
2015,94117,55-64,14
2015,94117,65-74,29
2015,94117,75-84,26
2015,94117,85+,44
2015,94118,55-64,17
2015,94118,65-74,32
2015,94118,75-84,65
2015,94118,85+,117
2015,94121,45-54,12
2015,94121,55-64,25
2015,94121,65-74,38
2015,94121,75-84,88
2015,94121,85+,152
2015,94122,55-64,30
2015,94122,65-74,58
2015,94122,75-84,75
2015,94122,85+,184
2015,94123,65-74,16
2015,94123,75-84,24
2015,94123,85+,66
2015,94124,35-44,16
2015,94124,45-54,25
2015,94124,55-64,33
2015,94124,65-74,42
2015,94124,75-84,52
2015,94124,85+,65
2015,94127,55-64,15
2015,94127,65-74,22
2015,94127,75-84,37
2015,94127,85+,57
2015,94131,55-64,20
2015,94131,65-74,32
2015,94131,75-84,44
2015,94131,85+,61
2015,94132,55-64,12
2015,94132,65-74,26
2015,94132,75-84,29
2015,94132,85+,87
2015,94133,55-64,22
2015,94133,65-74,37
2015,94133,75-84,54
2015,94133,85+,123
2015,94134,45-54,15
2015,94134,55-64,37
2015,94134,65-74,47
2015,94134,75-84,68
2015,94134,85+,106
2015,94301,65-74,15
2015,94301,75-84,23
2015,94301,85+,99
2015,94303,55-64,28
2015,94303,65-74,26
2015,94303,75-84,46
2015,94303,85+,93
2015,94304,85+,50
2015,94305,85+,13
2015,94306,65-74,17
2015,94306,75-84,32
2015,94306,85+,100
2015,94401,45-54,11
2015,94401,55-64,17
2015,94401,65-74,21
2015,94401,75-84,39
2015,94401,85+,111
2015,94402,55-64,19
2015,94402,65-74,20
2015,94402,75-84,47
2015,94402,85+,108
2015,94403,45-54,11
2015,94403,55-64,31
2015,94403,65-74,47
2015,94403,75-84,69
2015,94403,85+,132
2015,94404,45-54,14
2015,94404,55-64,16
2015,94404,65-74,31
2015,94404,75-84,43
2015,94404,85+,65
2015,94501,45-54,23
2015,94501,55-64,52
2015,94501,65-74,59
2015,94501,75-84,110
2015,94501,85+,172
2015,94502,75-84,18
2015,94502,85+,57
2015,94503,55-64,16
2015,94503,65-74,23
2015,94503,75-84,33
2015,94503,85+,35
2015,94505,65-74,25
2015,94505,75-84,21
2015,94505,85+,25
2015,94506,55-64,16
2015,94506,65-74,15
2015,94506,75-84,28
2015,94506,85+,44
2015,94507,65-74,17
2015,94507,75-84,24
2015,94507,85+,47
2015,94509,25-34,21
2015,94509,35-44,20
2015,94509,45-54,47
2015,94509,55-64,75
2015,94509,65-74,120
2015,94509,75-84,114
2015,94509,85+,134
2015,94510,55-64,24
2015,94510,65-74,32
2015,94510,75-84,48
2015,94510,85+,60
2015,94511,55-64,12
2015,94511,75-84,11
2015,94513,45-54,13
2015,94513,55-64,35
2015,94513,65-74,69
2015,94513,75-84,123
2015,94513,85+,140
2015,94515,75-84,12
2015,94515,85+,30
2015,94517,65-74,14
2015,94517,75-84,28
2015,94517,85+,34
2015,94518,45-54,11
2015,94518,55-64,20
2015,94518,65-74,38
2015,94518,75-84,56
2015,94518,85+,91
2015,94519,55-64,15
2015,94519,65-74,22
2015,94519,75-84,36
2015,94519,85+,47
2015,94520,45-54,23
2015,94520,55-64,43
2015,94520,65-74,38
2015,94520,75-84,41
2015,94520,85+,50
2015,94521,45-54,13
2015,94521,55-64,41
2015,94521,65-74,61
2015,94521,75-84,90
2015,94521,85+,141
2015,94523,55-64,21
2015,94523,65-74,39
2015,94523,75-84,46
2015,94523,85+,158
2015,94526,55-64,20
2015,94526,65-74,34
2015,94526,75-84,61
2015,94526,85+,102
2015,94530,55-64,13
2015,94530,65-74,28
2015,94530,75-84,33
2015,94530,85+,102
2015,94531,45-54,22
2015,94531,55-64,43
2015,94531,65-74,40
2015,94531,75-84,47
2015,94531,85+,57
2015,94533,25-34,14
2015,94533,35-44,17
2015,94533,45-54,34
2015,94533,55-64,84
2015,94533,65-74,99
2015,94533,75-84,142
2015,94533,85+,151
2015,94534,55-64,26
2015,94534,65-74,36
2015,94534,75-84,57
2015,94534,85+,80
2015,94536,45-54,25
2015,94536,55-64,53
2015,94536,65-74,48
2015,94536,75-84,92
2015,94536,85+,180
2015,94538,45-54,15
2015,94538,55-64,48
2015,94538,65-74,58
2015,94538,75-84,78
2015,94538,85+,100
2015,94539,55-64,22
2015,94539,65-74,22
2015,94539,75-84,45
2015,94539,85+,71
2015,94541,15-24,12
2015,94541,25-34,11
2015,94541,45-54,35
2015,94541,55-64,75
2015,94541,65-74,91
2015,94541,75-84,87
2015,94541,85+,146
2015,94542,65-74,15
2015,94542,75-84,12
2015,94542,85+,24
2015,94544,25-34,11
2015,94544,35-44,20
2015,94544,45-54,36
2015,94544,55-64,74
2015,94544,65-74,71
2015,94544,75-84,97
2015,94544,85+,124
2015,94545,55-64,34
2015,94545,65-74,63
2015,94545,75-84,48
2015,94545,85+,57
2015,94546,45-54,19
2015,94546,55-64,50
2015,94546,65-74,62
2015,94546,75-84,76
2015,94546,85+,217
2015,94547,55-64,30
2015,94547,65-74,25
2015,94547,75-84,31
2015,94547,85+,47
2015,94549,55-64,16
2015,94549,65-74,33
2015,94549,75-84,51
2015,94549,85+,105
2015,94550,45-54,17
2015,94550,55-64,32
2015,94550,65-74,68
2015,94550,75-84,94
2015,94550,85+,145
2015,94551,45-54,12
2015,94551,55-64,23
2015,94551,65-74,41
2015,94551,75-84,38
2015,94551,85+,39
2015,94552,55-64,11
2015,94552,75-84,24
2015,94552,85+,29
2015,94553,35-44,12
2015,94553,45-54,20
2015,94553,55-64,62
2015,94553,65-74,80
2015,94553,75-84,95
2015,94553,85+,114
2015,94555,65-74,30
2015,94555,75-84,29
2015,94555,85+,43
2015,94556,65-74,16
2015,94556,75-84,34
2015,94556,85+,77
2015,94558,35-44,13
2015,94558,45-54,29
2015,94558,55-64,66
2015,94558,65-74,113
2015,94558,75-84,148
2015,94558,85+,254
2015,94559,55-64,20
2015,94559,65-74,29
2015,94559,75-84,45
2015,94559,85+,67
2015,94560,45-54,20
2015,94560,55-64,32
2015,94560,65-74,40
2015,94560,75-84,53
2015,94560,85+,72
2015,94561,45-54,18
2015,94561,55-64,31
2015,94561,65-74,48
2015,94561,75-84,58
2015,94561,85+,38
2015,94563,75-84,34
2015,94563,85+,87
2015,94564,45-54,13
2015,94564,55-64,19
2015,94564,65-74,29
2015,94564,75-84,38
2015,94564,85+,61
2015,94565,15-24,16
2015,94565,35-44,22
2015,94565,45-54,60
2015,94565,55-64,100
2015,94565,65-74,96
2015,94565,75-84,118
2015,94565,85+,146
2015,94566,45-54,14
2015,94566,55-64,18
2015,94566,65-74,32
2015,94566,75-84,65
2015,94566,85+,116
2015,94568,45-54,12
2015,94568,55-64,17
2015,94568,65-74,41
2015,94568,75-84,38
2015,94568,85+,43
2015,94571,65-74,34
2015,94571,75-84,35
2015,94571,85+,35
2015,94572,65-74,16
2015,94572,75-84,12
2015,94572,85+,17
2015,94574,75-84,17
2015,94574,85+,43
2015,94577,45-54,23
2015,94577,55-64,44
2015,94577,65-74,57
2015,94577,75-84,69
2015,94577,85+,139
2015,94578,45-54,14
2015,94578,55-64,36
2015,94578,65-74,54
2015,94578,75-84,55
2015,94578,85+,85
2015,94579,55-64,16
2015,94579,65-74,23
2015,94579,75-84,36
2015,94579,85+,67
2015,94580,45-54,13
2015,94580,55-64,30
2015,94580,65-74,36
2015,94580,75-84,46
2015,94580,85+,73
2015,94582,65-74,16
2015,94582,75-84,27
2015,94582,85+,21
2015,94583,55-64,17
2015,94583,65-74,31
2015,94583,75-84,40
2015,94583,85+,65
2015,94585,55-64,32
2015,94585,65-74,38
2015,94585,75-84,39
2015,94585,85+,38
2015,94587,35-44,13
2015,94587,45-54,29
2015,94587,55-64,53
2015,94587,65-74,83
2015,94587,75-84,82
2015,94587,85+,140
2015,94588,55-64,12
2015,94588,65-74,17
2015,94588,75-84,42
2015,94588,85+,37
2015,94589,45-54,26
2015,94589,55-64,39
2015,94589,65-74,46
2015,94589,75-84,57
