Year,Zip,AgeGroup,Total
2013,93455,75-84,106
2013,93455,85+,145
2013,93458,45-54,17
2013,93458,55-64,35
2013,93458,65-74,32
2013,93458,75-84,58
2013,93458,85+,59
2013,93460,85+,20
2013,93463,75-84,19
2013,93463,85+,48
2013,93465,75-84,16
2013,93465,85+,28
2013,93501,65-74,14
2013,93505,55-64,16
2013,93505,65-74,17
2013,93505,75-84,27
2013,93505,85+,15
2013,93510,65-74,13
2013,93510,75-84,11
2013,93510,85+,14
2013,93514,55-64,15
2013,93514,65-74,18
2013,93514,75-84,36
2013,93514,85+,57
2013,93534,45-54,39
2013,93534,55-64,60
2013,93534,65-74,75
2013,93534,75-84,98
2013,93534,85+,88
2013,93535,15-24,12
2013,93535,25-34,12
2013,93535,35-44,26
2013,93535,45-54,50
2013,93535,55-64,91
2013,93535,65-74,90
2013,93535,75-84,94
2013,93535,85+,87
2013,93536,35-44,13
2013,93536,45-54,30
2013,93536,55-64,55
2013,93536,65-74,69
2013,93536,75-84,110
2013,93536,85+,122
2013,93543,55-64,18
2013,93543,65-74,21
2013,93543,75-84,25
2013,93543,85+,15
2013,93545,85+,17
2013,93550,25-34,15
2013,93550,35-44,18
2013,93550,45-54,41
2013,93550,55-64,80
2013,93550,65-74,67
2013,93550,75-84,70
2013,93550,85+,64
2013,93551,45-54,24
2013,93551,55-64,32
2013,93551,65-74,62
2013,93551,75-84,64
2013,93551,85+,86
2013,93552,55-64,34
2013,93552,65-74,34
2013,93552,75-84,34
2013,93552,85+,35
2013,93555,35-44,12
2013,93555,45-54,16
2013,93555,55-64,42
2013,93555,65-74,65
2013,93555,75-84,84
2013,93555,85+,63
2013,93560,45-54,11
2013,93560,55-64,27
2013,93560,65-74,28
2013,93560,75-84,29
2013,93560,85+,26
2013,93561,45-54,20
2013,93561,55-64,31
2013,93561,65-74,64
2013,93561,75-84,78
2013,93561,85+,76
2013,93591,55-64,11
2013,93591,65-74,20
2013,93591,75-84,11
2013,93591,85+,13
2013,93602,65-74,11
2013,93602,75-84,12
2013,93609,85+,11
2013,93610,45-54,13
2013,93610,55-64,30
2013,93610,65-74,31
2013,93610,75-84,35
2013,93610,85+,27
2013,93611,45-54,14
2013,93611,55-64,33
2013,93611,65-74,53
2013,93611,75-84,80
2013,93611,85+,135
2013,93612,45-54,12
2013,93612,55-64,42
2013,93612,65-74,55
2013,93612,75-84,59
2013,93612,85+,74
2013,93614,55-64,13
2013,93614,65-74,27
2013,93614,75-84,37
2013,93614,85+,33
2013,93618,45-54,14
2013,93618,55-64,21
2013,93618,65-74,31
2013,93618,75-84,37
2013,93618,85+,42
2013,93619,55-64,18
2013,93619,65-74,32
2013,93619,75-84,45
2013,93619,85+,62
2013,93620,65-74,12
2013,93620,75-84,21
2013,93620,85+,22
2013,93622,85+,11
2013,93625,75-84,17
2013,93625,85+,22
2013,93630,45-54,13
2013,93630,55-64,11
2013,93630,65-74,22
2013,93630,75-84,21
2013,93630,85+,30
2013,93631,55-64,15
2013,93631,65-74,28
2013,93631,75-84,32
2013,93631,85+,40
2013,93635,45-54,24
2013,93635,55-64,32
2013,93635,65-74,35
2013,93635,75-84,52
2013,93635,85+,77
2013,93636,65-74,17
2013,93636,75-84,19
2013,93636,85+,17
2013,93637,35-44,13
2013,93637,45-54,21
2013,93637,55-64,21
2013,93637,65-74,34
2013,93637,75-84,57
2013,93637,85+,99
2013,93638,15-24,11
2013,93638,35-44,11
2013,93638,45-54,29
2013,93638,55-64,33
2013,93638,65-74,52
2013,93638,75-84,75
2013,93638,85+,59
2013,93643,85+,11
2013,93644,55-64,12
2013,93644,65-74,18
2013,93644,75-84,40
2013,93644,85+,36
2013,93646,55-64,13
2013,93647,75-84,15
2013,93647,85+,15
2013,93648,55-64,11
2013,93648,75-84,13
2013,93648,85+,22
2013,93654,45-54,11
2013,93654,55-64,22
2013,93654,65-74,35
2013,93654,75-84,46
2013,93654,85+,83
2013,93657,45-54,11
2013,93657,55-64,21
2013,93657,65-74,49
2013,93657,75-84,55
2013,93657,85+,72
2013,93662,45-54,14
2013,93662,55-64,24
2013,93662,65-74,45
2013,93662,75-84,56
2013,93662,85+,75
2013,93675,55-64,13
2013,93675,75-84,12
2013,93701,55-64,14
2013,93701,75-84,11
2013,93701,85+,12
2013,93702,Under 1,17
2013,93702,25-34,21
2013,93702,45-54,27
2013,93702,55-64,46
2013,93702,65-74,49
2013,93702,75-84,62
2013,93702,85+,61
2013,93703,Under 1,12
2013,93703,25-34,13
2013,93703,35-44,16
2013,93703,45-54,16
2013,93703,55-64,37
2013,93703,65-74,39
2013,93703,75-84,48
2013,93703,85+,72
2013,93704,45-54,13
2013,93704,55-64,29
2013,93704,65-74,41
2013,93704,75-84,55
2013,93704,85+,94
2013,93705,35-44,14
2013,93705,45-54,16
2013,93705,55-64,45
2013,93705,65-74,47
2013,93705,75-84,67
2013,93705,85+,87
2013,93706,45-54,24
2013,93706,55-64,43
2013,93706,65-74,53
2013,93706,75-84,60
2013,93706,85+,82
2013,93710,55-64,25
2013,93710,65-74,36
2013,93710,75-84,67
2013,93710,85+,113
2013,93711,45-54,13
2013,93711,55-64,25
2013,93711,65-74,49
2013,93711,75-84,94
2013,93711,85+,157
2013,93720,45-54,21
2013,93720,55-64,27
2013,93720,65-74,32
2013,93720,75-84,68
2013,93720,85+,174
2013,93721,55-64,14
2013,93721,65-74,20
2013,93721,75-84,18
2013,93721,85+,17
2013,93722,25-34,16
2013,93722,35-44,19
2013,93722,45-54,45
2013,93722,55-64,77
2013,93722,65-74,61
2013,93722,75-84,82
2013,93722,85+,74
2013,93723,75-84,14
2013,93723,85+,17
2013,93725,25-34,11
2013,93725,45-54,18
2013,93725,55-64,25
2013,93725,65-74,21
2013,93725,75-84,35
2013,93725,85+,37
2013,93726,25-34,13
2013,93726,45-54,31
2013,93726,55-64,35
2013,93726,65-74,52
2013,93726,75-84,93
2013,93726,85+,105
2013,93727,35-44,17
2013,93727,45-54,33
2013,93727,55-64,71
2013,93727,65-74,82
2013,93727,75-84,95
2013,93727,85+,147
2013,93728,45-54,14
2013,93728,55-64,19
2013,93728,65-74,27
2013,93728,75-84,32
2013,93728,85+,30
2013,93730,75-84,14
2013,93730,85+,31
2013,93901,45-54,14
2013,93901,55-64,34
2013,93901,65-74,37
2013,93901,75-84,57
2013,93901,85+,111
2013,93905,25-34,12
2013,93905,35-44,13
2013,93905,45-54,17
2013,93905,55-64,26
2013,93905,65-74,28
2013,93905,75-84,32
2013,93905,85+,33
2013,93906,15-24,12
2013,93906,25-34,13
2013,93906,35-44,12
2013,93906,45-54,27
2013,93906,55-64,48
2013,93906,65-74,50
2013,93906,75-84,67
2013,93906,85+,101
2013,93907,55-64,16
2013,93907,65-74,19
2013,93907,75-84,40
2013,93907,85+,39
2013,93908,65-74,11
2013,93908,75-84,23
2013,93908,85+,35
2013,93921,75-84,16
2013,93921,85+,15
2013,93923,65-74,21
2013,93923,75-84,46
2013,93923,85+,118
2013,93924,65-74,11
2013,93924,85+,16
2013,93926,85+,13
2013,93927,65-74,15
2013,93927,75-84,13
2013,93927,85+,15
2013,93930,75-84,19
2013,93930,85+,19
2013,93933,45-54,16
2013,93933,55-64,18
2013,93933,65-74,30
2013,93933,75-84,30
2013,93933,85+,26
2013,93940,45-54,17
2013,93940,55-64,20
2013,93940,65-74,35
2013,93940,75-84,65
2013,93940,85+,131
2013,93950,55-64,13
2013,93950,65-74,17
2013,93950,75-84,25
2013,93950,85+,83
2013,93953,75-84,15
2013,93953,85+,25
2013,93955,45-54,15
2013,93955,55-64,23
2013,93955,65-74,29
2013,93955,75-84,42
2013,93955,85+,58
2013,93960,45-54,16
2013,93960,55-64,11
2013,93960,65-74,14
2013,93960,75-84,17
2013,93960,85+,14
2013,94002,55-64,16
2013,94002,65-74,27
2013,94002,75-84,40
2013,94002,85+,94
2013,94010,45-54,15
2013,94010,55-64,19
2013,94010,65-74,34
2013,94010,75-84,74
2013,94010,85+,143
2013,94014,35-44,12
2013,94014,45-54,21
2013,94014,55-64,39
2013,94014,65-74,46
2013,94014,75-84,65
2013,94014,85+,100
2013,94015,45-54,23
2013,94015,55-64,45
2013,94015,65-74,55
2013,94015,75-84,109
2013,94015,85+,130
2013,94019,65-74,21
2013,94019,75-84,19
2013,94019,85+,25
2013,94022,75-84,35
2013,94022,85+,102
2013,94024,75-84,34
2013,94024,85+,75
2013,94025,45-54,11
2013,94025,55-64,22
2013,94025,65-74,30
2013,94025,75-84,47
2013,94025,85+,116
2013,94027,75-84,16
2013,94027,85+,34
2013,94028,75-84,11
2013,94028,85+,39
2013,94030,55-64,19
2013,94030,65-74,25
2013,94030,75-84,52
2013,94030,85+,118
2013,94038,75-84,12
2013,94040,55-64,15
2013,94040,65-74,24
2013,94040,75-84,43
2013,94040,85+,84
2013,94041,85+,26
2013,94043,55-64,18
2013,94043,65-74,16
2013,94043,75-84,29
2013,94043,85+,41
2013,94044,45-54,16
2013,94044,55-64,35
2013,94044,65-74,50
2013,94044,75-84,62
2013,94044,85+,73
2013,94061,45-54,14
2013,94061,55-64,27
2013,94061,65-74,31
2013,94061,75-84,57
2013,94061,85+,114
2013,94062,55-64,17
2013,94062,65-74,25
2013,94062,75-84,38
2013,94062,85+,83
2013,94063,55-64,21
2013,94063,65-74,16
2013,94063,75-84,24
2013,94063,85+,25
2013,94065,55-64,13
2013,94065,75-84,12
2013,94066,45-54,20
2013,94066,55-64,21
2013,94066,65-74,39
2013,94066,75-84,61
2013,94066,85+,112
2013,94070,55-64,18
2013,94070,65-74,18
2013,94070,75-84,44
2013,94070,85+,92
2013,94080,45-54,26
2013,94080,55-64,41
2013,94080,65-74,78
2013,94080,75-84,125
2013,94080,85+,166
2013,94085,55-64,11
2013,94085,65-74,15
2013,94085,85+,15
2013,94086,45-54,12
2013,94086,55-64,26
2013,94086,65-74,30
2013,94086,75-84,51
2013,94086,85+,73
2013,94087,45-54,14
2013,94087,55-64,30
2013,94087,65-74,45
2013,94087,75-84,72
2013,94087,85+,154
2013,94089,55-64,13
2013,94089,65-74,24
2013,94089,75-84,30
2013,94089,85+,35
2013,94102,35-44,20
2013,94102,45-54,37
2013,94102,55-64,74
2013,94102,65-74,39
2013,94102,75-84,63
2013,94102,85+,63
2013,94103,35-44,16
2013,94103,45-54,48
2013,94103,55-64,91
2013,94103,65-74,48
2013,94103,75-84,38
2013,94103,85+,46
2013,94107,55-64,27
2013,94107,65-74,25
2013,94107,85+,36
2013,94108,55-64,12
2013,94108,75-84,31
2013,94108,85+,59
2013,94109,35-44,12
2013,94109,45-54,25
2013,94109,55-64,54
2013,94109,65-74,55
2013,94109,75-84,109
2013,94109,85+,180
2013,94110,35-44,16
2013,94110,45-54,28
2013,94110,55-64,45
2013,94110,65-74,61
2013,94110,75-84,72
2013,94110,85+,95
2013,94112,45-54,29
2013,94112,55-64,66
2013,94112,65-74,81
2013,94112,75-84,131
2013,94112,85+,213
2013,94114,45-54,11
2013,94114,55-64,26
2013,94114,65-74,23
2013,94114,75-84,30
2013,94114,85+,49
2013,94115,45-54,15
2013,94115,55-64,32
2013,94115,65-74,48
2013,94115,75-84,61
2013,94115,85+,124
2013,94116,45-54,12
2013,94116,55-64,50
2013,94116,65-74,56
2013,94116,75-84,96
2013,94116,85+,198
2013,94117,45-54,14
2013,94117,55-64,21
2013,94117,65-74,34
2013,94117,75-84,35
2013,94117,85+,62
2013,94118,55-64,28
2013,94118,65-74,36
2013,94118,75-84,51
2013,94118,85+,128
2013,94121,55-64,25
2013,94121,65-74,36
2013,94121,75-84,72
2013,94121,85+,131
2013,94122,45-54,11
2013,94122,55-64,35
2013,94122,65-74,45
2013,94122,75-84,96
2013,94122,85+,179
2013,94123,75-84,29
2013,94123,85+,53
2013,94124,35-44,11
2013,94124,45-54,21
2013,94124,55-64,37
2013,94124,65-74,41
2013,94124,75-84,58
2013,94124,85+,53
2013,94127,55-64,15
2013,94127,65-74,19
2013,94127,75-84,34
2013,94127,85+,49
2013,94131,55-64,18
2013,94131,65-74,20
2013,94131,75-84,47
2013,94131,85+,63
2013,94132,45-54,11
2013,94132,55-64,17
2013,94132,65-74,34
2013,94132,75-84,38
2013,94132,85+,92
2013,94133,55-64,19
2013,94133,65-74,29
2013,94133,75-84,73
2013,94133,85+,124
2013,94134,45-54,24
2013,94134,55-64,27
2013,94134,65-74,47
2013,94134,75-84,72
2013,94134,85+,114
2013,94301,65-74,17
2013,94301,75-84,29
2013,94301,85+,81
2013,94303,45-54,15
2013,94303,55-64,25
2013,94303,65-74,26
2013,94303,75-84,38
2013,94303,85+,62
2013,94304,85+,26
2013,94306,55-64,11
2013,94306,65-74,16
2013,94306,75-84,32
2013,94306,85+,85
2013,94401,45-54,16
2013,94401,55-64,28
2013,94401,65-74,32
2013,94401,75-84,46
2013,94401,85+,106
2013,94402,45-54,12
2013,94402,55-64,12
2013,94402,65-74,23
2013,94402,75-84,56
2013,94402,85+,86
2013,94403,45-54,18
2013,94403,55-64,18
2013,94403,65-74,40
2013,94403,75-84,67
2013,94403,85+,141
2013,94404,55-64,13
2013,94404,65-74,16
2013,94404,75-84,34
2013,94404,85+,56
2013,94501,45-54,33
2013,94501,55-64,57
2013,94501,65-74,82
2013,94501,75-84,101
2013,94501,85+,167
2013,94502,75-84,25
2013,94502,85+,32
2013,94503,55-64,15
2013,94503,65-74,24
2013,94503,75-84,30
2013,94503,85+,42
2013,94505,75-84,14
2013,94505,85+,19
2013,94506,75-84,13
2013,94506,85+,46
2013,94507,65-74,12
2013,94507,75-84,20
2013,94507,85+,41
2013,94509,25-34,16
2013,94509,35-44,16
2013,94509,45-54,48
2013,94509,55-64,76
2013,94509,65-74,92
2013,94509,75-84,106
2013,94509,85+,112
2013,94510,45-54,15
2013,94510,55-64,27
2013,94510,65-74,38
2013,94510,75-84,40
2013,94510,85+,51
2013,94513,45-54,17
2013,94513,55-64,42
2013,94513,65-74,61
2013,94513,75-84,89
2013,94513,85+,103
2013,94515,75-84,11
2013,94515,85+,24
2013,94517,65-74,17
2013,94517,75-84,18
2013,94517,85+,29
2013,94518,55-64,27
2013,94518,65-74,39
2013,94518,75-84,58
2013,94518,85+,94
2013,94519,55-64,20
2013,94519,65-74,29
2013,94519,75-84,49
2013,94519,85+,39
2013,94520,45-54,20
2013,94520,55-64,23
2013,94520,65-74,33
2013,94520,75-84,47
2013,94520,85+,61
2013,94521,45-54,23
2013,94521,55-64,30
2013,94521,65-74,37
2013,94521,75-84,83
2013,94521,85+,123
2013,94523,55-64,16
2013,94523,65-74,28
2013,94523,75-84,69
2013,94523,85+,134
2013,94526,55-64,13
2013,94526,65-74,37
2013,94526,75-84,63
2013,94526,85+,95
2013,94530,55-64,22
2013,94530,65-74,26
2013,94530,75-84,40
2013,94530,85+,100
2013,94531,45-54,12
2013,94531,55-64,24
2013,94531,65-74,38
2013,94531,75-84,46
2013,94531,85+,54
2013,94533,15-24,11
2013,94533,25-34,13
2013,94533,35-44,17
2013,94533,45-54,22
2013,94533,55-64,69
2013,94533,65-74,75
2013,94533,75-84,131
2013,94533,85+,147
2013,94534,55-64,33
2013,94534,65-74,35
2013,94534,75-84,49
2013,94534,85+,67
2013,94536,45-54,21
2013,94536,55-64,30
2013,94536,65-74,59
2013,94536,75-84,114
2013,94536,85+,169
2013,94538,45-54,24
2013,94538,55-64,34
2013,94538,65-74,58
2013,94538,75-84,68
2013,94538,85+,99
2013,94539,55-64,26
2013,94539,65-74,28
2013,94539,75-84,49
2013,94539,85+,70
2013,94541,25-34,11
2013,94541,35-44,15
2013,94541,45-54,38
2013,94541,55-64,91
2013,94541,65-74,88
2013,94541,75-84,86
2013,94541,85+,177
2013,94542,65-74,13
2013,94542,75-84,21
2013,94542,85+,28
2013,94544,35-44,15
2013,94544,45-54,33
2013,94544,55-64,75
2013,94544,65-74,70
2013,94544,75-84,90
2013,94544,85+,143
2013,94545,45-54,14
2013,94545,55-64,26
2013,94545,65-74,42
2013,94545,75-84,52
2013,94545,85+,58
2013,94546,45-54,21
2013,94546,55-64,36
2013,94546,65-74,43
2013,94546,75-84,71
2013,94546,85+,206
2013,94547,55-64,19
2013,94547,65-74,34
2013,94547,75-84,34
2013,94547,85+,31
2013,94549,65-74,30
2013,94549,75-84,43
2013,94549,85+,101
2013,94550,45-54,22
2013,94550,55-64,30
2013,94550,65-74,71
2013,94550,75-84,77
2013,94550,85+,160
2013,94551,45-54,12
2013,94551,55-64,25
2013,94551,65-74,30
2013,94551,75-84,36
2013,94551,85+,43
2013,94552,65-74,15
2013,94552,75-84,19
2013,94552,85+,19
2013,94553,45-54,21
2013,94553,55-64,54
2013,94553,65-74,70
2013,94553,75-84,65
2013,94553,85+,99
2013,94555,45-54,12
2013,94555,55-64,16
2013,94555,65-74,25
2013,94555,75-84,35
2013,94555,85+,20
2013,94556,75-84,28
2013,94556,85+,73
2013,94558,35-44,11
2013,94558,45-54,24
2013,94558,55-64,71
2013,94558,65-74,101
2013,94558,75-84,138
2013,94558,85+,268
2013,94559,45-54,13
2013,94559,55-64,19
2013,94559,65-74,32
2013,94559,75-84,42
2013,94559,85+,67
2013,94560,45-54,13
2013,94560,55-64,29
2013,94560,65-74,42
2013,94560,75-84,68
2013,94560,85+,54
2013,94561,45-54,13
2013,94561,55-64,34
2013,94561,65-74,45
2013,94561,75-84,46
2013,94561,85+,32
2013,94563,75-84,33
2013,94563,85+,54
2013,94564,55-64,18
2013,94564,65-74,32
2013,94564,75-84,50
2013,94564,85+,61
2013,94565,35-44,19
2013,94565,45-54,50
2013,94565,55-64,81
2013,94565,65-74,108
2013,94565,75-84,104
2013,94565,85+,122
2013,94566,45-54,12
2013,94566,55-64,16
2013,94566,65-74,34
2013,94566,75-84,57
2013,94566,85+,105
2013,94568,45-54,16
2013,94568,55-64,22
2013,94568,65-74,39
2013,94568,75-84,33
2013,94568,85+,46
2013,94571,55-64,14
2013,94571,65-74,23
2013,94571,75-84,40
2013,94571,85+,30
2013,94572,55-64,12
2013,94572,65-74,18
2013,94572,85+,23
2013,94574,65-74,11
2013,94574,75-84,12
2013,94574,85+,31
2013,94577,45-54,19
2013,94577,55-64,52
2013,94577,65-74,54
2013,94577,75-84,78
2013,94577,85+,160
2013,94578,45-54,13
2013,94578,55-64,41
2013,94578,65-74,32
2013,94578,75-84,47
2013,94578,85+,71
2013,94579,55-64,21
2013,94579,65-74,23
2013,94579,75-84,39
2013,94579,85+,75
2013,94580,45-54,13
2013,94580,55-64,28
2013,94580,65-74,28
2013,94580,75-84,46
2013,94580,85+,84
2013,94582,65-74,17
2013,94582,75-84,16
2013,94582,85+,17
2013,94583,55-64,19
2013,94583,65-74,28
2013,94583,75-84,36
2013,94583,85+,65
2013,94585,45-54,13
2013,94585,55-64,23
2013,94585,65-74,38
2013,94585,75-84,39
2013,94585,85+,28
2013,94587,45-54,26
2013,94587,55-64,51
2013,94587,65-74,82
2013,94587,75-84,87
2013,94587,85+,139
2013,94588,65-74,26
2013,94588,75-84,19
2013,94588,85+,43
2013,94589,45-54,14
2013,94589,55-64,36
2013,94589,65-74,52
2013,94589,75-84,66
2013,94589,85+,70
2013,94590,25-34,11
2013,94590,35-44,16
2013,94590,45-54,28
2013,94590,55-64,60
2013,94590,65-74,49
2013,94590,75-84,52
2013,94590,85+,87
2013,94591,45-54,25
2013,94591,55-64,62
2013,94591,65-74,70
2013,94591,75-84,96
2013,94591,85+,120
2013,94595,55-64,17
2013,94595,65-74,36
2013,94595,75-84,92
2013,94595,85+,281
2013,94596,65-74,15
2013,94596,75-84,31
2013,94596,85+,81
2013,94597,65-74,26
2013,94597,75-84,26
2013,94597,85+,57
2013,94598,55-64,21
2013,94598,65-74,32
2013,94598,75-84,67
2013,94598,85+,118
2013,94599,65-74,11
2013,94599,75-84,35
2013,94599,85+,71
2013,94601,35-44,12
2013,94601,45-54,32
2013,94601,55-64,45
2013,94601,65-74,38
2013,94601,75-84,55
2013,94601,85+,86
2013,94602,55-64,29
2013,94602,65-74,32
2013,94602,75-84,37
2013,94602,85+,73
2013,94603,35-44,12
2013,94603,45-54,30
2013,94603,55-64,33
2013,94603,65-74,39
2013,94603,75-84,33
2013,94603,85+,45
2013,94605,25-34,14
2013,94605,35-44,14
2013,94605,45-54,19
2013,94605,55-64,58
2013,94605,65-74,76
2013,94605,75-84,70
2013,94605,85+,74
2013,94606,35-44,11
2013,94606,45-54,17
2013,94606,55-64,35
2013,94606,65-74,27
2013,94606,75-84,53
2013,94606,85+,80
2013,94607,45-54,20
2013,94607,55-64,34
2013,94607,65-74,42
2013,94607,75-84,37
2013,94607,85+,68
2013,94608,45-54,12
2013,94608,55-64,36
2013,94608,65-74,43
2013,94608,75-84,42
2013,94608,85+,52
2013,94609,45-54,14
2013,94609,55-64,27
2013,94609,65-74,26
2013,94609,75-84,36
2013,94609,85+,36
2013,94610,45-54,17
2013,94610,55-64,18
2013,94610,65-74,27
2013,94610,75-84,33
2013,94610,85+,87
2013,94611,55-64,24
2013,94611,65-74,40
2013,94611,75-84,54
2013,94611,85+,137
2013,94612,45-54,13
2013,94612,55-64,19
2013,94612,65-74,29
2013,94612,75-84,30
2013,94612,85+,45
2013,94618,75-84,16
2013,94618,85+,36
2013,94619,45-54,14
2013,94619,55-64,17
2013,94619,65-74,35
2013,94619,75-84,33
2013,94619,85+,60
2013,94621,35-44,13
2013,94621,45-54,22
2013,94621,55-64,46
2013,94621,65-74,32
2013,94621,75-84,30
2013,94621,85+,50
2013,94702,55-64,19
2013,94702,65-74,16
2013,94702,75-84,28
2013,94702,85+,52
2013,94703,55-64,20
2013,94703,65-74,25
2013,94703,75-84,24
2013,94703,85+,46
2013,94704,55-64,15
2013,94704,65-74,12
2013,94704,75-84,13
2013,94704,85+,13
2013,94705,55-64,16
2013,94705,75-84,11
2013,94705,85+,28
2013,94706,65-74,15
2013,94706,75-84,16
2013,94706,85+,40
2013,94707,65-74,15
2013,94707,75-84,29
2013,94707,85+,43
2013,94708,65-74,11
2013,94708,75-84,24
2013,94708,85+,40
2013,94709,85+,17
2013,94710,55-64,12
2013,94801,45-54,18
2013,94801,55-64,28
2013,94801,65-74,26
2013,94801,75-84,29
2013,94801,85+,36
2013,94803,45-54,21
2013,94803,55-64,24
2013,94803,65-74,47
2013,94803,75-84,34
2013,94803,85+,63
2013,94804,45-54,21
2013,94804,55-64,46
2013,94804,65-74,47
2013,94804,75-84,54
2013,94804,85+,69
2013,94805,55-64,23
2013,94805,65-74,24
2013,94805,75-84,13
2013,94805,85+,26
2013,94806,45-54,33
2013,94806,55-64,57
2013,94806,65-74,86
2013,94806,75-84,92
2013,94806,85+,71
2013,94901,45-54,16
2013,94901,55-64,23
2013,94901,65-74,37
2013,94901,75-84,48
2013,94901,85+,100
2013,94903,45-54,16
2013,94903,55-64,18
2013,94903,65-74,41
2013,94903,75-84,84
2013,94903,85+,229
2013,94904,65-74,14
2013,94904,75-84,30
2013,94904,85+,65
2013,94920,65-74,13
2013,94920,75-84,21
2013,94920,85+,41
2013,94925,75-84,14
2013,94925,85+,34
2013,94928,45-54,20
2013,94928,55-64,50
2013,94928,65-74,45
2013,94928,75-84,60
2013,94928,85+,92
2013,94930,75-84,12
2013,94930,85+,11
2013,94931,75-84,11
2013,94939,75-84,14
2013,94939,85+,12
2013,94941,65-74,29
2013,94941,75-84,34
2013,94941,85+,102
2013,94945,55-64,19
2013,94945,65-74,17
2013,94945,75-84,31
2013,94945,85+,39
2013,94947,55-64,21
2013,94947,65-74,34
2013,94947,75-84,42
2013,94947,85+,101
2013,94949,45-54,11
2013,94949,55-64,12
2013,94949,75-84,29
2013,94949,85+,33
2013,94952,45-54,17
2013,94952,55-64,29
2013,94952,65-74,28
2013,94952,75-84,61
2013,94952,85+,88
2013,94954,45-54,17
2013,94954,55-64,37
2013,94954,65-74,41
2013,94954,75-84,80
2013,94954,85+,125
2013,94960,65-74,23
2013,94960,75-84,31
2013,94960,85+,38
2013,94965,65-74,13
2013,94965,75-84,17
2013,94965,85+,18
2013,95003,55-64,17
2013,95003,65-74,32
2013,95003,75-84,30
2013,95003,85+,98
2013,95004,75-84,13
2013,95006,55-64,24
2013,95006,75-84,16
2013,95008,45-54,24
2013,95008,55-64,31
2013,95008,65-74,38
2013,95008,75-84,70
2013,95008,85+,127
2013,95010,65-74,11
2013,95010,75-84,18
2013,95010,85+,43
2013,95014,45-54,13
2013,95014,55-64,23
2013,95014,65-74,28
2013,95014,75-84,80
2013,95014,85+,177
2013,95019,85+,12
2013,95020,55-64,47
2013,95020,65-74,53
2013,95020,75-84,72
2013,95020,85+,99
2013,95023,45-54,24
2013,95023,55-64,40
2013,95023,65-74,44
2013,95023,75-84,50
2013,95023,85+,92
2013,95030,65-74,16
2013,95030,75-84,26
2013,95030,85+,61
2013,95032,55-64,11
2013,95032,65-74,23
2013,95032,75-84,58
2013,95032,85+,109
2013,95035,45-54,16
2013,95035,55-64,31
2013,95035,65-74,51
2013,95035,75-84,69
2013,95035,85+,71
2013,95037,45-54,26
2013,95037,55-64,27
2013,95037,65-74,39
2013,95037,75-84,68
2013,95037,85+,85
2013,95046,75-84,13
2013,95050,45-54,11
2013,95050,55-64,26
2013,95050,65-74,38
2013,95050,75-84,67
2013,95050,85+,103
2013,95051,45-54,16
2013,95051,55-64,38
2013,95051,65-74,34
2013,95051,75-84,65
2013,95051,85+,111
2013,95054,55-64,11
2013,95054,65-74,14
2013,95054,75-84,18
2013,95054,85+,17
2013,95060,35-44,13
2013,95060,45-54,18
2013,95060,55-64,35
2013,95060,65-74,41
2013,95060,75-84,55
2013,95060,85+,103
2013,95062,45-54,15
2013,95062,55-64,37
2013,95062,65-74,38
2013,95062,75-84,58
2013,95062,85+,126
2013,95065,55-64,13
2013,95065,75-84,11
2013,95065,85+,32
2013,95066,65-74,17
2013,95066,75-84,21
2013,95066,85+,60
2013,95070,65-74,24
2013,95070,75-84,74
2013,95070,85+,148
2013,95073,55-64,14
2013,95073,75-84,21
2013,95073,85+,32
2013,95076,15-24,11
2013,95076,35-44,12
2013,95076,45-54,45
2013,95076,55-64,56
2013,95076,65-74,61
2013,95076,75-84,94
2013,95076,85+,163
2013,95110,45-54,12
2013,95110,65-74,13
2013,95110,75-84,15
2013,95110,85+,15
2013,95111,35-44,15
2013,95111,45-54,23
2013,95111,55-64,38
2013,95111,65-74,43
2013,95111,75-84,47
2013,95111,85+,59
2013,95112,45-54,13
2013,95112,55-64,47
2013,95112,65-74,33
2013,95112,75-84,48
2013,95112,85+,81
2013,95116,45-54,29
2013,95116,55-64,45
2013,95116,65-74,46
2013,95116,75-84,58
2013,95116,85+,80
2013,95117,45-54,15
2013,95117,55-64,15
2013,95117,65-74,20
2013,95117,75-84,44
2013,95117,85+,64
2013,95118,45-54,12
2013,95118,55-64,21
2013,95118,65-74,28
2013,95118,75-84,52
2013,95118,85+,72
2013,95119,65-74,13
2013,95119,75-84,11
2013,95120,45-54,16
2013,95120,55-64,16
2013,95120,65-74,31
2013,95120,75-84,51
2013,95120,85+,63
2013,95121,55-64,15
2013,95121,65-74,26
2013,95121,75-84,43
2013,95121,85+,35
2013,95122,45-54,17
2013,95122,55-64,36
2013,95122,65-74,25
2013,95122,75-84,64
2013,95122,85+,48
2013,95123,35-44,11
2013,95123,45-54,23
2013,95123,55-64,41
2013,95123,65-74,59
2013,95123,75-84,76
2013,95123,85+,74
2013,95124,45-54,11
2013,95124,55-64,32
2013,95124,65-74,43
2013,95124,75-84,73
2013,95124,85+,124
2013,95125,45-54,31
2013,95125,55-64,37
2013,95125,65-74,52
2013,95125,75-84,77
2013,95125,85+,165
2013,95126,45-54,11
2013,95126,55-64,23
2013,95126,65-74,24
2013,95126,75-84,41
2013,95126,85+,62
2013,95127,35-44,11
